"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE11 Stockholm","2 primary municipalities","141 Primary and secondary schools and adult education managers","men",440,430,420,470
"SE11 Stockholm","2 primary municipalities","141 Primary and secondary schools and adult education managers","women",1000,1100,1100,1200
"SE11 Stockholm","2 primary municipalities","142 Preschool managers","men",30,40,40,40
"SE11 Stockholm","2 primary municipalities","142 Preschool managers","women",510,530,550,580
"SE11 Stockholm","2 primary municipalities","149 Education managers not elsewhere classified","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","149 Education managers not elsewhere classified","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","151 Health care managers","men",0,0,..,0
"SE11 Stockholm","2 primary municipalities","151 Health care managers","women",20,30,30,30
"SE11 Stockholm","2 primary municipalities","152 Managers in social and curative care","men",90,120,110,120
"SE11 Stockholm","2 primary municipalities","152 Managers in social and curative care","women",450,480,500,580
"SE11 Stockholm","2 primary municipalities","153 Elderly care managers","men",120,130,120,130
"SE11 Stockholm","2 primary municipalities","153 Elderly care managers","women",770,770,780,760
"SE11 Stockholm","2 primary municipalities","154 Managers and leaders within religious bodies","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","154 Managers and leaders within religious bodies","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","159 Other social services managers","men",380,400,380,360
"SE11 Stockholm","2 primary municipalities","159 Other social services managers","women",550,570,560,480
"SE11 Stockholm","2 primary municipalities","161 Financial and insurance managers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","161 Financial and insurance managers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","171 Hotel and conference managers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","171 Hotel and conference managers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","172 Restaurant managers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","172 Restaurant managers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","173 Retail and wholesale trade managers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","173 Retail and wholesale trade managers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","174 Sports, leisure and wellness managers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","174 Sports, leisure and wellness managers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","179 Other services managers not elsewhere classified","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","179 Other services managers not elsewhere classified","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","211 Physicists and chemists","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","211 Physicists and chemists","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","212 Mathematicians, actuaries and statisticians","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","212 Mathematicians, actuaries and statisticians","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","214 Engineering professionals","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","214 Engineering professionals","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","216 Architects and surveyors","men",330,360,400,230
"SE11 Stockholm","2 primary municipalities","216 Architects and surveyors","women",410,450,500,390
"SE11 Stockholm","2 primary municipalities","217 Designers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","217 Designers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","218 Specialists within environmental and health protection","men",160,180,190,210
"SE11 Stockholm","2 primary municipalities","218 Specialists within environmental and health protection","women",360,410,440,480
"SE11 Stockholm","2 primary municipalities","221 Medical doctors","men",10,10,10,10
"SE11 Stockholm","2 primary municipalities","221 Medical doctors","women",50,50,50,50
"SE11 Stockholm","2 primary municipalities","222 Nursing professionals","men",90,90,90,100
"SE11 Stockholm","2 primary municipalities","222 Nursing professionals","women",780,800,810,820
"SE11 Stockholm","2 primary municipalities","223 Nursing professionals (cont.)","men",10,10,10,10
"SE11 Stockholm","2 primary municipalities","223 Nursing professionals (cont.)","women",540,580,600,590
"SE11 Stockholm","2 primary municipalities","224 Psychologists and psychotherapists","men",60,50,60,60
"SE11 Stockholm","2 primary municipalities","224 Psychologists and psychotherapists","women",140,130,140,150
"SE11 Stockholm","2 primary municipalities","225 Veterinarians","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","225 Veterinarians","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","226 Dentists","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","226 Dentists","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","227 Naprapaths, physiotherapists, occupational therapists","men",20,30,30,40
"SE11 Stockholm","2 primary municipalities","227 Naprapaths, physiotherapists, occupational therapists","women",330,340,330,350
"SE11 Stockholm","2 primary municipalities","228 Specialists in health care not elsewhere classified","men",10,10,10,10
"SE11 Stockholm","2 primary municipalities","228 Specialists in health care not elsewhere classified","women",40,50,50,50
"SE11 Stockholm","2 primary municipalities","231 University and higher education teachers","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","231 University and higher education teachers","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","232 Vocational education teachers","men",390,420,450,340
"SE11 Stockholm","2 primary municipalities","232 Vocational education teachers","women",510,590,660,300
"SE11 Stockholm","2 primary municipalities","233 Secondary education teachers","men",1400,1400,1400,1400
"SE11 Stockholm","2 primary municipalities","233 Secondary education teachers","women",1800,1900,1900,1900
"SE11 Stockholm","2 primary municipalities","234 Primary- and pre-school teachers ","men",4400,4500,4500,4700
"SE11 Stockholm","2 primary municipalities","234 Primary- and pre-school teachers ","women",19300,19300,19200,19800
"SE11 Stockholm","2 primary municipalities","235 Teaching professionals not elsewhere classified","men",910,910,910,880
"SE11 Stockholm","2 primary municipalities","235 Teaching professionals not elsewhere classified","women",2900,3000,3100,2900
"SE11 Stockholm","2 primary municipalities","241 Accountants, financial analysts and fund managers","men",220,230,240,230
"SE11 Stockholm","2 primary municipalities","241 Accountants, financial analysts and fund managers","women",470,520,550,560
"SE11 Stockholm","2 primary municipalities","242 Organisation analysts, policy administrators and human resource specialists","men",1000,1100,1100,1100
"SE11 Stockholm","2 primary municipalities","242 Organisation analysts, policy administrators and human resource specialists","women",2800,2900,3000,3300
"SE11 Stockholm","2 primary municipalities","243 Marketing and public relations professionals","men",90,100,120,100
"SE11 Stockholm","2 primary municipalities","243 Marketing and public relations professionals","women",300,350,370,360
"SE11 Stockholm","2 primary municipalities","251 ICT architects, systems analysts and test managers","men",290,300,340,430
"SE11 Stockholm","2 primary municipalities","251 ICT architects, systems analysts and test managers","women",190,210,220,280
"SE11 Stockholm","2 primary municipalities","261 Legal professionals","men",40,40,40,40
"SE11 Stockholm","2 primary municipalities","261 Legal professionals","women",60,90,80,100
"SE11 Stockholm","2 primary municipalities","262 Museum curators and librarians and related professionals","men",200,200,200,220
"SE11 Stockholm","2 primary municipalities","262 Museum curators and librarians and related professionals","women",750,740,750,820
"SE11 Stockholm","2 primary municipalities","264 Authors, journalists and linguists","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","264 Authors, journalists and linguists","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","265 Creative and performing artists","men",30,20,30,30
"SE11 Stockholm","2 primary municipalities","265 Creative and performing artists","women",30,30,30,40
"SE11 Stockholm","2 primary municipalities","266 Social work and counselling professionals","men",740,810,830,1100
"SE11 Stockholm","2 primary municipalities","266 Social work and counselling professionals","women",4500,4700,4900,5600
"SE11 Stockholm","2 primary municipalities","267 Religious professionals and deacons","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","267 Religious professionals and deacons","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","311 Physical and engineering science technicians","men",430,450,470,680
"SE11 Stockholm","2 primary municipalities","311 Physical and engineering science technicians","women",340,390,360,510
"SE11 Stockholm","2 primary municipalities","312 Construction and manufacturing supervisors","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","312 Construction and manufacturing supervisors","women",0,0,0,0
"SE11 Stockholm","2 primary municipalities","315 Ship and aircraft controllers and technicians","men",0,0,0,0
"SE11 Stockholm","2 primary municipalities","315 Ship and aircraft controllers and technicians","women",0,0,0,0
