"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","135 Real estate and head of administration manager","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","upper secondary education, 2 years or less (ISCED97 3C)",400,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,240,..
"0 all sectors","135 Real estate and head of administration manager","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","135 Real estate and head of administration manager","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","men","primary and secondary education 9-10 years (ISCED97 2)",510,..,..,..,580
"0 all sectors","136 Production managers in construction and mining","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,3600,..
"0 all sectors","136 Production managers in construction and mining","men","upper secondary education 3 years (ISCED97 3A)",1500,2000,2400,..,..
"0 all sectors","136 Production managers in construction and mining","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2800,2800,3400,3900,2600
"0 all sectors","136 Production managers in construction and mining","men","post-secondary education 3 years or more (ISCED97 5A)",..,2300,2700,3100,2100
"0 all sectors","136 Production managers in construction and mining","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,150,..
"0 all sectors","136 Production managers in construction and mining","women","post-secondary education, less than 3 years (ISCED97 4+5B)",180,200,210,220,200
"0 all sectors","136 Production managers in construction and mining","women","post-secondary education 3 years or more (ISCED97 5A)",390,390,440,620,640
"0 all sectors","136 Production managers in construction and mining","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","136 Production managers in construction and mining","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","men","primary and secondary education 9-10 years (ISCED97 2)",1200,1000,..,1300,..
"0 all sectors","137 Production managers in manufacturing","men","upper secondary education, 2 years or less (ISCED97 3C)",..,3300,3100,3100,2300
"0 all sectors","137 Production managers in manufacturing","men","upper secondary education 3 years (ISCED97 3A)",2000,2300,2400,2700,2400
"0 all sectors","137 Production managers in manufacturing","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2300,2500,2900,2300,2300
"0 all sectors","137 Production managers in manufacturing","men","post-secondary education 3 years or more (ISCED97 5A)",2000,2300,2300,2500,2600
"0 all sectors","137 Production managers in manufacturing","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","women","upper secondary education, 2 years or less (ISCED97 3C)",..,290,230,230,..
"0 all sectors","137 Production managers in manufacturing","women","upper secondary education 3 years (ISCED97 3A)",..,..,220,240,..
"0 all sectors","137 Production managers in manufacturing","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,350,..,310,300
"0 all sectors","137 Production managers in manufacturing","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,740,1200,1100
"0 all sectors","137 Production managers in manufacturing","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","137 Production managers in manufacturing","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,190,..,180
"0 all sectors","138 Forestry and agricultural production managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","138 Forestry and agricultural production managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","141 Primary and secondary schools and adult education managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
