"region","occupation (SSYK 2012)","age","sex","2017"
"SE01 Stockholm","151 Health care managers","55-59 years","men",121
"SE01 Stockholm","151 Health care managers","55-59 years","women",403
"SE01 Stockholm","151 Health care managers","60-64 years","men",95
"SE01 Stockholm","151 Health care managers","60-64 years","women",326
"SE01 Stockholm","152 Managers in social and curative care","16-24 years","men",0
"SE01 Stockholm","152 Managers in social and curative care","16-24 years","women",1
"SE01 Stockholm","152 Managers in social and curative care","25-29 years","men",10
"SE01 Stockholm","152 Managers in social and curative care","25-29 years","women",26
"SE01 Stockholm","152 Managers in social and curative care","30-34 years","men",22
"SE01 Stockholm","152 Managers in social and curative care","30-34 years","women",74
"SE01 Stockholm","152 Managers in social and curative care","35-39 years","men",33
"SE01 Stockholm","152 Managers in social and curative care","35-39 years","women",111
"SE01 Stockholm","152 Managers in social and curative care","40-44 years","men",43
"SE01 Stockholm","152 Managers in social and curative care","40-44 years","women",137
"SE01 Stockholm","152 Managers in social and curative care","45-49 years","men",44
"SE01 Stockholm","152 Managers in social and curative care","45-49 years","women",138
"SE01 Stockholm","152 Managers in social and curative care","50-54 years","men",61
"SE01 Stockholm","152 Managers in social and curative care","50-54 years","women",171
"SE01 Stockholm","152 Managers in social and curative care","55-59 years","men",44
"SE01 Stockholm","152 Managers in social and curative care","55-59 years","women",179
"SE01 Stockholm","152 Managers in social and curative care","60-64 years","men",52
"SE01 Stockholm","152 Managers in social and curative care","60-64 years","women",130
"SE01 Stockholm","153 Elderly care managers","16-24 years","men",2
"SE01 Stockholm","153 Elderly care managers","16-24 years","women",11
"SE01 Stockholm","153 Elderly care managers","25-29 years","men",3
"SE01 Stockholm","153 Elderly care managers","25-29 years","women",41
"SE01 Stockholm","153 Elderly care managers","30-34 years","men",27
"SE01 Stockholm","153 Elderly care managers","30-34 years","women",87
"SE01 Stockholm","153 Elderly care managers","35-39 years","men",28
"SE01 Stockholm","153 Elderly care managers","35-39 years","women",113
"SE01 Stockholm","153 Elderly care managers","40-44 years","men",26
"SE01 Stockholm","153 Elderly care managers","40-44 years","women",149
"SE01 Stockholm","153 Elderly care managers","45-49 years","men",33
"SE01 Stockholm","153 Elderly care managers","45-49 years","women",187
"SE01 Stockholm","153 Elderly care managers","50-54 years","men",41
"SE01 Stockholm","153 Elderly care managers","50-54 years","women",218
"SE01 Stockholm","153 Elderly care managers","55-59 years","men",27
"SE01 Stockholm","153 Elderly care managers","55-59 years","women",218
"SE01 Stockholm","153 Elderly care managers","60-64 years","men",18
"SE01 Stockholm","153 Elderly care managers","60-64 years","women",160
"SE01 Stockholm","154 Managers and leaders within religious bodies","16-24 years","men",0
"SE01 Stockholm","154 Managers and leaders within religious bodies","16-24 years","women",0
"SE01 Stockholm","154 Managers and leaders within religious bodies","25-29 years","men",0
"SE01 Stockholm","154 Managers and leaders within religious bodies","25-29 years","women",0
"SE01 Stockholm","154 Managers and leaders within religious bodies","30-34 years","men",2
"SE01 Stockholm","154 Managers and leaders within religious bodies","30-34 years","women",2
"SE01 Stockholm","154 Managers and leaders within religious bodies","35-39 years","men",4
"SE01 Stockholm","154 Managers and leaders within religious bodies","35-39 years","women",2
"SE01 Stockholm","154 Managers and leaders within religious bodies","40-44 years","men",2
"SE01 Stockholm","154 Managers and leaders within religious bodies","40-44 years","women",4
"SE01 Stockholm","154 Managers and leaders within religious bodies","45-49 years","men",8
"SE01 Stockholm","154 Managers and leaders within religious bodies","45-49 years","women",9
"SE01 Stockholm","154 Managers and leaders within religious bodies","50-54 years","men",13
"SE01 Stockholm","154 Managers and leaders within religious bodies","50-54 years","women",15
"SE01 Stockholm","154 Managers and leaders within religious bodies","55-59 years","men",15
"SE01 Stockholm","154 Managers and leaders within religious bodies","55-59 years","women",7
"SE01 Stockholm","154 Managers and leaders within religious bodies","60-64 years","men",13
"SE01 Stockholm","154 Managers and leaders within religious bodies","60-64 years","women",7
"SE01 Stockholm","159 Other social services managers","16-24 years","men",8
"SE01 Stockholm","159 Other social services managers","16-24 years","women",2
"SE01 Stockholm","159 Other social services managers","25-29 years","men",31
"SE01 Stockholm","159 Other social services managers","25-29 years","women",26
"SE01 Stockholm","159 Other social services managers","30-34 years","men",138
"SE01 Stockholm","159 Other social services managers","30-34 years","women",117
"SE01 Stockholm","159 Other social services managers","35-39 years","men",320
"SE01 Stockholm","159 Other social services managers","35-39 years","women",276
"SE01 Stockholm","159 Other social services managers","40-44 years","men",399
"SE01 Stockholm","159 Other social services managers","40-44 years","women",410
"SE01 Stockholm","159 Other social services managers","45-49 years","men",533
"SE01 Stockholm","159 Other social services managers","45-49 years","women",506
"SE01 Stockholm","159 Other social services managers","50-54 years","men",476
"SE01 Stockholm","159 Other social services managers","50-54 years","women",504
"SE01 Stockholm","159 Other social services managers","55-59 years","men",413
"SE01 Stockholm","159 Other social services managers","55-59 years","women",438
"SE01 Stockholm","159 Other social services managers","60-64 years","men",305
"SE01 Stockholm","159 Other social services managers","60-64 years","women",248
"SE01 Stockholm","161 Financial and insurance managers","16-24 years","men",1
"SE01 Stockholm","161 Financial and insurance managers","16-24 years","women",1
"SE01 Stockholm","161 Financial and insurance managers","25-29 years","men",27
"SE01 Stockholm","161 Financial and insurance managers","25-29 years","women",23
"SE01 Stockholm","161 Financial and insurance managers","30-34 years","men",109
"SE01 Stockholm","161 Financial and insurance managers","30-34 years","women",56
"SE01 Stockholm","161 Financial and insurance managers","35-39 years","men",258
"SE01 Stockholm","161 Financial and insurance managers","35-39 years","women",164
"SE01 Stockholm","161 Financial and insurance managers","40-44 years","men",394
"SE01 Stockholm","161 Financial and insurance managers","40-44 years","women",224
"SE01 Stockholm","161 Financial and insurance managers","45-49 years","men",426
"SE01 Stockholm","161 Financial and insurance managers","45-49 years","women",234
"SE01 Stockholm","161 Financial and insurance managers","50-54 years","men",368
"SE01 Stockholm","161 Financial and insurance managers","50-54 years","women",251
"SE01 Stockholm","161 Financial and insurance managers","55-59 years","men",231
"SE01 Stockholm","161 Financial and insurance managers","55-59 years","women",157
"SE01 Stockholm","161 Financial and insurance managers","60-64 years","men",134
"SE01 Stockholm","161 Financial and insurance managers","60-64 years","women",54
"SE01 Stockholm","171 Hotel and conference managers","16-24 years","men",1
"SE01 Stockholm","171 Hotel and conference managers","16-24 years","women",5
"SE01 Stockholm","171 Hotel and conference managers","25-29 years","men",14
"SE01 Stockholm","171 Hotel and conference managers","25-29 years","women",22
"SE01 Stockholm","171 Hotel and conference managers","30-34 years","men",18
"SE01 Stockholm","171 Hotel and conference managers","30-34 years","women",56
"SE01 Stockholm","171 Hotel and conference managers","35-39 years","men",41
"SE01 Stockholm","171 Hotel and conference managers","35-39 years","women",52
"SE01 Stockholm","171 Hotel and conference managers","40-44 years","men",27
"SE01 Stockholm","171 Hotel and conference managers","40-44 years","women",54
"SE01 Stockholm","171 Hotel and conference managers","45-49 years","men",33
"SE01 Stockholm","171 Hotel and conference managers","45-49 years","women",50
"SE01 Stockholm","171 Hotel and conference managers","50-54 years","men",24
"SE01 Stockholm","171 Hotel and conference managers","50-54 years","women",39
"SE01 Stockholm","171 Hotel and conference managers","55-59 years","men",16
"SE01 Stockholm","171 Hotel and conference managers","55-59 years","women",26
"SE01 Stockholm","171 Hotel and conference managers","60-64 years","men",16
"SE01 Stockholm","171 Hotel and conference managers","60-64 years","women",12
"SE01 Stockholm","172 Restaurant managers","16-24 years","men",58
"SE01 Stockholm","172 Restaurant managers","16-24 years","women",56
"SE01 Stockholm","172 Restaurant managers","25-29 years","men",129
"SE01 Stockholm","172 Restaurant managers","25-29 years","women",152
"SE01 Stockholm","172 Restaurant managers","30-34 years","men",252
"SE01 Stockholm","172 Restaurant managers","30-34 years","women",149
"SE01 Stockholm","172 Restaurant managers","35-39 years","men",297
