"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"1-3 public sector","135 Real estate and head of administration manager","men","upper secondary education, 2 years or less (ISCED97 3C)",40400,41000,43600,46900,47900
"1-3 public sector","135 Real estate and head of administration manager","men","upper secondary education 3 years (ISCED97 3A)",46200,45700,51300,47900,50100
"1-3 public sector","135 Real estate and head of administration manager","men","post-secondary education, less than 3 years (ISCED97 4+5B)",48300,51400,54800,53100,55800
"1-3 public sector","135 Real estate and head of administration manager","men","post-secondary education 3 years or more (ISCED97 5A)",56800,60000,64700,61200,63800
"1-3 public sector","135 Real estate and head of administration manager","men","post-graduate education (ISCED97 6)",50200,51800,54800,54000,63000
"1-3 public sector","135 Real estate and head of administration manager","men","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","135 Real estate and head of administration manager","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","135 Real estate and head of administration manager","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","135 Real estate and head of administration manager","women","upper secondary education, 2 years or less (ISCED97 3C)",47400,48100,49300,52100,54600
"1-3 public sector","135 Real estate and head of administration manager","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,54900
"1-3 public sector","135 Real estate and head of administration manager","women","post-secondary education, less than 3 years (ISCED97 4+5B)",56800,61000,61900,62800,64200
"1-3 public sector","135 Real estate and head of administration manager","women","post-secondary education 3 years or more (ISCED97 5A)",56100,57400,57900,57900,62700
"1-3 public sector","135 Real estate and head of administration manager","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"1-3 public sector","135 Real estate and head of administration manager","women","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","men","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"1-3 public sector","136 Production managers in construction and mining","women","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","men","primary and secondary education 9-10 years (ISCED97 2)",37400,41500,47000,48900,48000
"1-3 public sector","137 Production managers in manufacturing","men","upper secondary education, 2 years or less (ISCED97 3C)",37100,38700,42600,42500,46700
"1-3 public sector","137 Production managers in manufacturing","men","upper secondary education 3 years (ISCED97 3A)",44900,44700,45800,46100,48300
"1-3 public sector","137 Production managers in manufacturing","men","post-secondary education, less than 3 years (ISCED97 4+5B)",47400,51800,54800,54900,56300
"1-3 public sector","137 Production managers in manufacturing","men","post-secondary education 3 years or more (ISCED97 5A)",56200,58700,59900,62500,60600
"1-3 public sector","137 Production managers in manufacturing","men","post-graduate education (ISCED97 6)",..,..,..,60100,64700
"1-3 public sector","137 Production managers in manufacturing","men","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","women","upper secondary education, 2 years or less (ISCED97 3C)",33400,34600,36400,45100,43800
"1-3 public sector","137 Production managers in manufacturing","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,46400,..,..
"1-3 public sector","137 Production managers in manufacturing","women","post-secondary education 3 years or more (ISCED97 5A)",62200,65100,61700,61300,63100
"1-3 public sector","137 Production managers in manufacturing","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"1-3 public sector","137 Production managers in manufacturing","women","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","post-secondary education 3 years or more (ISCED97 5A)",48200,..,49100,54300,68200
"1-3 public sector","138 Forestry and agricultural production managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","men","no information about level of educational attainment",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"1-3 public sector","138 Forestry and agricultural production managers","women","upper secondary education 3 years (ISCED97 3A)",..,..,34200,39200,40700
"1-3 public sector","138 Forestry and agricultural production managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,38600,40400,44200
