"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE11 Stockholm","1-3 public sector","933 Dockers and ground personnel","men",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","933 Dockers and ground personnel","women",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","941 Fast-food workers, food preparation assistants","men",21600,22300,22800,23400,23700
"SE11 Stockholm","1-3 public sector","941 Fast-food workers, food preparation assistants","women",21700,22300,22900,23400,23800
"SE11 Stockholm","1-3 public sector","952 Street and market vendors","men",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","952 Street and market vendors","women",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","961 Recycling collectors","men",24100,25000,26000,26900,28500
"SE11 Stockholm","1-3 public sector","961 Recycling collectors","women",..,..,..,..,25600
"SE11 Stockholm","1-3 public sector","962 Newspaper distributors, janitors and other service workers","men",24900,25600,26400,27100,27900
"SE11 Stockholm","1-3 public sector","962 Newspaper distributors, janitors and other service workers","women",24100,24400,25400,25600,26600
"SE11 Stockholm","1-3 public sector","0001 Other professions","men",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","0001 Other professions","women",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","0002 occupations unidentifiable","men",..,..,..,..,..
"SE11 Stockholm","1-3 public sector","0002 occupations unidentifiable","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","011 Commissioned armed forces officers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","021 Non-commissioned armed forces officers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","031 Armed forces occupations, other ranks","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","111 Legislators and senior officials","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","111 Legislators and senior officials","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","112 Managing directors and chief executives","men",85900,95300,86600,99300,97600
"SE11 Stockholm","4-5 private sector","112 Managing directors and chief executives","women",..,73600,..,..,112700
"SE11 Stockholm","4-5 private sector","121 Finance managers","men",88500,91800,92900,81800,98900
"SE11 Stockholm","4-5 private sector","121 Finance managers","women",57800,63800,62500,67200,71300
"SE11 Stockholm","4-5 private sector","122 Human resource managers","men",62100,64900,..,..,67700
"SE11 Stockholm","4-5 private sector","122 Human resource managers","women",59100,58400,59600,68700,68900
"SE11 Stockholm","4-5 private sector","123 Administration and planning managers","men",75500,75700,84900,85900,78900
"SE11 Stockholm","4-5 private sector","123 Administration and planning managers","women",59200,56000,63600,63000,63000
"SE11 Stockholm","4-5 private sector","124 Information, communication and public relations managers","men",79500,74700,70000,..,76900
"SE11 Stockholm","4-5 private sector","124 Information, communication and public relations managers","women",61200,62000,62600,67100,64800
"SE11 Stockholm","4-5 private sector","125 Sales and marketing managers","men",68200,70900,70700,67700,68500
"SE11 Stockholm","4-5 private sector","125 Sales and marketing managers","women",53600,55100,59600,55600,59600
"SE11 Stockholm","4-5 private sector","129 Administration and service managers not elsewhere classified","men",58700,58700,65300,65600,64800
"SE11 Stockholm","4-5 private sector","129 Administration and service managers not elsewhere classified","women",53700,51500,51600,54200,56800
"SE11 Stockholm","4-5 private sector","131 Information and communications technology service managers","men",60600,62900,70600,62500,65800
"SE11 Stockholm","4-5 private sector","131 Information and communications technology service managers","women",56600,58000,64300,67200,72300
"SE11 Stockholm","4-5 private sector","132 Supply, logistics and transport managers","men",58600,59400,57500,60700,62200
"SE11 Stockholm","4-5 private sector","132 Supply, logistics and transport managers","women",55300,54800,46700,53500,55600
"SE11 Stockholm","4-5 private sector","133 Research and development managers","men",72500,69800,70800,69000,72200
"SE11 Stockholm","4-5 private sector","133 Research and development managers","women",63700,62600,64000,61800,64800
"SE11 Stockholm","4-5 private sector","134 Architectural and engineering managers","men",58900,58800,60900,58700,67600
"SE11 Stockholm","4-5 private sector","134 Architectural and engineering managers","women",51000,54700,56800,57800,59700
"SE11 Stockholm","4-5 private sector","135 Real estate and head of administration manager","men",..,..,..,..,59800
"SE11 Stockholm","4-5 private sector","135 Real estate and head of administration manager","women",..,54100,52000,..,..
"SE11 Stockholm","4-5 private sector","136 Production managers in construction and mining","men",52500,54800,53200,54800,58300
"SE11 Stockholm","4-5 private sector","136 Production managers in construction and mining","women",55300,53500,57800,59000,58700
"SE11 Stockholm","4-5 private sector","137 Production managers in manufacturing","men",50100,50500,49900,52800,57100
"SE11 Stockholm","4-5 private sector","137 Production managers in manufacturing","women",51900,53200,50500,52000,53300
"SE11 Stockholm","4-5 private sector","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","141 Primary and secondary schools and adult education managers","men",44100,..,..,..,56500
"SE11 Stockholm","4-5 private sector","141 Primary and secondary schools and adult education managers","women",44400,45300,47400,49400,54200
"SE11 Stockholm","4-5 private sector","142 Preschool managers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","142 Preschool managers","women",37000,..,39500,39700,44000
"SE11 Stockholm","4-5 private sector","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","151 Health care managers","men",57600,59700,63800,..,54100
"SE11 Stockholm","4-5 private sector","151 Health care managers","women",42700,46800,48400,47600,48700
"SE11 Stockholm","4-5 private sector","152 Managers in social and curative care","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","152 Managers in social and curative care","women",..,..,..,45900,42600
"SE11 Stockholm","4-5 private sector","153 Elderly care managers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","153 Elderly care managers","women",41100,41300,42600,42500,45400
"SE11 Stockholm","4-5 private sector","154 Managers and leaders within religious bodies","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","159 Other social services managers","men",55000,52100,54200,57500,56800
"SE11 Stockholm","4-5 private sector","159 Other social services managers","women",47300,47000,54700,54500,55800
"SE11 Stockholm","4-5 private sector","161 Financial and insurance managers","men",..,115100,114700,131100,133600
"SE11 Stockholm","4-5 private sector","161 Financial and insurance managers","women",76400,79500,84900,84200,89000
"SE11 Stockholm","4-5 private sector","171 Hotel and conference managers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","171 Hotel and conference managers","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","172 Restaurant managers","men",32500,34800,33900,35400,37400
"SE11 Stockholm","4-5 private sector","172 Restaurant managers","women",33400,34300,32600,33500,34400
"SE11 Stockholm","4-5 private sector","173 Retail and wholesale trade managers","men",42000,58100,51000,53500,51100
"SE11 Stockholm","4-5 private sector","173 Retail and wholesale trade managers","women",43600,45400,..,40300,52300
"SE11 Stockholm","4-5 private sector","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","179 Other services managers not elsewhere classified","men",46600,49400,48500,49200,50600
"SE11 Stockholm","4-5 private sector","179 Other services managers not elsewhere classified","women",43100,42100,43100,44100,46700
"SE11 Stockholm","4-5 private sector","211 Physicists and chemists","men",43500,45900,43500,42800,46300
"SE11 Stockholm","4-5 private sector","211 Physicists and chemists","women",41200,42300,42600,46400,46200
"SE11 Stockholm","4-5 private sector","212 Mathematicians, actuaries and statisticians","men",53700,51900,53000,55400,59200
"SE11 Stockholm","4-5 private sector","212 Mathematicians, actuaries and statisticians","women",53300,49900,50700,51700,53700
"SE11 Stockholm","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",..,40900,46000,..,43300
"SE11 Stockholm","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",45700,41900,46800,43200,44000
"SE11 Stockholm","4-5 private sector","214 Engineering professionals","men",44900,46300,46800,47600,49400
"SE11 Stockholm","4-5 private sector","214 Engineering professionals","women",42100,42800,43700,44400,45600
"SE11 Stockholm","4-5 private sector","216 Architects and surveyors","men",41500,38200,41200,41800,40300
"SE11 Stockholm","4-5 private sector","216 Architects and surveyors","women",38900,37900,39700,40000,39100
"SE11 Stockholm","4-5 private sector","217 Designers","men",35900,35400,39600,41500,42700
"SE11 Stockholm","4-5 private sector","217 Designers","women",34600,34300,33400,36200,37500
"SE11 Stockholm","4-5 private sector","218 Specialists within environmental and health protection","men",43000,44400,45600,45400,49700
"SE11 Stockholm","4-5 private sector","218 Specialists within environmental and health protection","women",43100,43200,45000,46500,49800
"SE11 Stockholm","4-5 private sector","221 Medical doctors","men",73400,72600,68200,65900,65800
"SE11 Stockholm","4-5 private sector","221 Medical doctors","women",58100,56800,58400,63200,66300
"SE11 Stockholm","4-5 private sector","222 Nursing professionals","men",36700,37600,37200,40500,46700
"SE11 Stockholm","4-5 private sector","222 Nursing professionals","women",36000,37100,37400,39700,42400
"SE11 Stockholm","4-5 private sector","223 Nursing professionals (cont.)","men",..,36600,..,..,39100
"SE11 Stockholm","4-5 private sector","223 Nursing professionals (cont.)","women",34500,36200,35400,38900,41000
"SE11 Stockholm","4-5 private sector","224 Psychologists and psychotherapists","men",..,37300,38100,40500,40700
"SE11 Stockholm","4-5 private sector","224 Psychologists and psychotherapists","women",..,37400,37800,39100,39800
"SE11 Stockholm","4-5 private sector","225 Veterinarians","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","225 Veterinarians","women",43200,43800,41300,43500,43000
"SE11 Stockholm","4-5 private sector","226 Dentists","men",41300,39200,44900,45400,45600
"SE11 Stockholm","4-5 private sector","226 Dentists","women",41000,40300,42600,44500,45100
"SE11 Stockholm","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men",30600,32200,29900,30500,31300
"SE11 Stockholm","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women",30000,29200,29900,31400,32900
"SE11 Stockholm","4-5 private sector","228 Specialists in health care not elsewhere classified","men",..,34600,36100,38900,38600
"SE11 Stockholm","4-5 private sector","228 Specialists in health care not elsewhere classified","women",31900,33800,34200,36200,37000
"SE11 Stockholm","4-5 private sector","231 University and higher education teachers","men",..,..,..,..,..
"SE11 Stockholm","4-5 private sector","231 University and higher education teachers","women",..,..,37900,..,..
"SE11 Stockholm","4-5 private sector","232 Vocational education teachers","men",30800,33100,32800,..,34300
"SE11 Stockholm","4-5 private sector","232 Vocational education teachers","women",30200,30200,32400,..,34400
