"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"1-3 public sector","161 Financial and insurance managers","men","35-44 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","men","45-54 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","men","55-64 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","men","65-66 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","18-24 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","25-34 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","35-44 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","45-54 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","55-64 years",..,..,..,..,..
"1-3 public sector","161 Financial and insurance managers","women","65-66 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","18-24 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","25-34 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","35-44 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","45-54 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","55-64 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","men","65-66 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","18-24 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","25-34 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","35-44 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","45-54 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","55-64 years",..,..,..,..,..
"1-3 public sector","171 Hotel and conference managers","women","65-66 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","men","18-24 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","men","25-34 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","men","35-44 years",35900,36400,..,..,35800
"1-3 public sector","172 Restaurant managers","men","45-54 years",..,..,..,..,47500
"1-3 public sector","172 Restaurant managers","men","55-64 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","men","65-66 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","18-24 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","25-34 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","35-44 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","45-54 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","55-64 years",..,..,..,..,..
"1-3 public sector","172 Restaurant managers","women","65-66 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","18-24 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","25-34 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","35-44 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","45-54 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","55-64 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","men","65-66 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","18-24 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","25-34 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","35-44 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","45-54 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","55-64 years",..,..,..,..,..
"1-3 public sector","173 Retail and wholesale trade managers","women","65-66 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","18-24 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","25-34 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","35-44 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","45-54 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","55-64 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","men","65-66 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","18-24 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","25-34 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","35-44 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","45-54 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","55-64 years",..,..,..,..,..
"1-3 public sector","174 Sports, leisure and wellness managers","women","65-66 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","18-24 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","25-34 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","35-44 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","45-54 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","55-64 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","men","65-66 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","18-24 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","25-34 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","35-44 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","45-54 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","55-64 years",..,..,..,..,..
"1-3 public sector","179 Other services managers not elsewhere classified","women","65-66 years",..,..,..,..,..
"1-3 public sector","211 Physicists and chemists","men","18-24 years",..,29800,..,..,31600
"1-3 public sector","211 Physicists and chemists","men","25-34 years",33600,34500,34900,35700,36200
"1-3 public sector","211 Physicists and chemists","men","35-44 years",39200,39700,40000,40600,41500
"1-3 public sector","211 Physicists and chemists","men","45-54 years",44200,45200,46200,46900,47200
"1-3 public sector","211 Physicists and chemists","men","55-64 years",44800,46200,47100,47800,49500
"1-3 public sector","211 Physicists and chemists","men","65-66 years",43400,46300,51000,54300,54400
"1-3 public sector","211 Physicists and chemists","women","18-24 years",29400,31000,31300,27000,28700
"1-3 public sector","211 Physicists and chemists","women","25-34 years",32600,33500,33800,34100,34900
"1-3 public sector","211 Physicists and chemists","women","35-44 years",36600,37400,38000,38700,39600
"1-3 public sector","211 Physicists and chemists","women","45-54 years",39900,40500,41200,42500,43800
"1-3 public sector","211 Physicists and chemists","women","55-64 years",38800,40400,41800,42200,43500
"1-3 public sector","211 Physicists and chemists","women","65-66 years",39800,38800,39200,42600,43100
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","18-24 years",..,..,..,..,26600
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","25-34 years",30300,31700,31300,32100,33300
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","35-44 years",38100,38200,38800,39600,39700
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","45-54 years",41900,42500,43200,42900,44700
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","55-64 years",39800,41200,44000,45600,47000
"1-3 public sector","212 Mathematicians, actuaries and statisticians","men","65-66 years",41500,38300,49800,38400,..
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","18-24 years",26900,..,27100,27600,27700
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","25-34 years",30700,30500,31300,33000,33600
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","35-44 years",36800,37300,38000,39100,40200
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","45-54 years",40400,40900,41300,42600,43200
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","55-64 years",38800,42200,43400,45800,46300
"1-3 public sector","212 Mathematicians, actuaries and statisticians","women","65-66 years",..,34000,33800,..,..
"1-3 public sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","18-24 years",25000,..,..,..,27800
