"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"0 all sectors","171 Hotel and conference managers","men","45-54 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","men","55-64 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","men","65-66 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","18-24 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","25-34 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","35-44 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","45-54 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","55-64 years",..,..,..,..,..
"0 all sectors","171 Hotel and conference managers","women","65-66 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","men","18-24 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","men","25-34 years",32000,28100,32100,33100,33300
"0 all sectors","172 Restaurant managers","men","35-44 years",34500,35700,33900,37300,32300
"0 all sectors","172 Restaurant managers","men","45-54 years",33100,32800,29400,31100,33700
"0 all sectors","172 Restaurant managers","men","55-64 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","men","65-66 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","women","18-24 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","women","25-34 years",33000,28500,29300,29800,32000
"0 all sectors","172 Restaurant managers","women","35-44 years",33700,32900,31300,30400,33100
"0 all sectors","172 Restaurant managers","women","45-54 years",32500,33200,31700,34600,34500
"0 all sectors","172 Restaurant managers","women","55-64 years",..,..,..,..,..
"0 all sectors","172 Restaurant managers","women","65-66 years",..,..,..,..,..
"0 all sectors","173 Retail and wholesale trade managers","men","18-24 years",..,..,..,..,..
"0 all sectors","173 Retail and wholesale trade managers","men","25-34 years",36100,38500,43900,42300,42100
"0 all sectors","173 Retail and wholesale trade managers","men","35-44 years",40700,43400,39900,..,49500
"0 all sectors","173 Retail and wholesale trade managers","men","45-54 years",38900,38300,43000,..,..
"0 all sectors","173 Retail and wholesale trade managers","men","55-64 years",..,39000,..,41300,54500
"0 all sectors","173 Retail and wholesale trade managers","men","65-66 years",..,..,..,..,..
"0 all sectors","173 Retail and wholesale trade managers","women","18-24 years",..,..,..,..,..
"0 all sectors","173 Retail and wholesale trade managers","women","25-34 years",36600,36500,27400,35500,38800
"0 all sectors","173 Retail and wholesale trade managers","women","35-44 years",..,38700,42000,42100,44100
"0 all sectors","173 Retail and wholesale trade managers","women","45-54 years",..,45900,..,39100,44100
"0 all sectors","173 Retail and wholesale trade managers","women","55-64 years",34500,42400,..,..,..
"0 all sectors","173 Retail and wholesale trade managers","women","65-66 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","18-24 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","25-34 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","35-44 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","45-54 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","55-64 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","men","65-66 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","18-24 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","25-34 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","35-44 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","45-54 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","55-64 years",..,..,..,..,..
"0 all sectors","174 Sports, leisure and wellness managers","women","65-66 years",..,..,..,..,..
"0 all sectors","179 Other services managers not elsewhere classified","men","18-24 years",..,..,..,..,..
"0 all sectors","179 Other services managers not elsewhere classified","men","25-34 years",37800,37800,38900,40100,40100
"0 all sectors","179 Other services managers not elsewhere classified","men","35-44 years",39600,42100,41700,44400,45200
"0 all sectors","179 Other services managers not elsewhere classified","men","45-54 years",41900,42300,43000,46700,50100
"0 all sectors","179 Other services managers not elsewhere classified","men","55-64 years",40300,42100,42400,44800,44100
"0 all sectors","179 Other services managers not elsewhere classified","men","65-66 years",..,..,..,..,..
"0 all sectors","179 Other services managers not elsewhere classified","women","18-24 years",..,..,..,..,..
"0 all sectors","179 Other services managers not elsewhere classified","women","25-34 years",32900,42700,36200,36600,37800
"0 all sectors","179 Other services managers not elsewhere classified","women","35-44 years",37300,40800,37700,40500,42600
"0 all sectors","179 Other services managers not elsewhere classified","women","45-54 years",39800,42500,43800,43800,45000
"0 all sectors","179 Other services managers not elsewhere classified","women","55-64 years",40000,40100,42000,43800,45100
"0 all sectors","179 Other services managers not elsewhere classified","women","65-66 years",..,..,..,..,..
"0 all sectors","211 Physicists and chemists","men","18-24 years",..,..,..,..,..
"0 all sectors","211 Physicists and chemists","men","25-34 years",33700,34500,35000,34300,35700
"0 all sectors","211 Physicists and chemists","men","35-44 years",41200,41600,42700,43600,43400
"0 all sectors","211 Physicists and chemists","men","45-54 years",46300,47100,48600,48500,48300
"0 all sectors","211 Physicists and chemists","men","55-64 years",49600,47900,49900,51300,52400
"0 all sectors","211 Physicists and chemists","men","65-66 years",..,..,..,..,..
"0 all sectors","211 Physicists and chemists","women","18-24 years",..,..,..,..,..
"0 all sectors","211 Physicists and chemists","women","25-34 years",33100,34200,34200,34400,35800
"0 all sectors","211 Physicists and chemists","women","35-44 years",38400,39200,39900,41800,42600
"0 all sectors","211 Physicists and chemists","women","45-54 years",43000,44200,44800,47500,46600
"0 all sectors","211 Physicists and chemists","women","55-64 years",42700,44500,45900,50500,49900
"0 all sectors","211 Physicists and chemists","women","65-66 years",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","18-24 years",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","25-34 years",37700,37300,40300,40400,42600
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","35-44 years",52200,51600,53300,52800,58800
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","45-54 years",52000,54800,51900,54100,53800
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","55-64 years",..,..,..,..,52100
"0 all sectors","212 Mathematicians, actuaries and statisticians","men","65-66 years",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","18-24 years",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","25-34 years",38300,38000,36500,36100,37300
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","35-44 years",42600,42100,45200,47800,49900
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","45-54 years",45300,43600,50100,50900,52900
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","55-64 years",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","65-66 years",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","18-24 years",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","25-34 years",30800,33000,34000,34400,34500
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","35-44 years",36600,39400,37000,38400,38900
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","45-54 years",38700,42200,38700,39400,41500
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","55-64 years",37000,38400,39000,40500,40400
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","65-66 years",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","18-24 years",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","25-34 years",32100,32800,33800,32500,32500
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","35-44 years",38100,38600,39100,38700,39900
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","45-54 years",38300,38900,41600,40200,42800
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","55-64 years",41300,44400,43800,43100,44700
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","65-66 years",..,..,..,..,..
"0 all sectors","214 Engineering professionals","men","18-24 years",28600,29400,27300,30300,30600
"0 all sectors","214 Engineering professionals","men","25-34 years",35600,36200,36000,36900,37600
"0 all sectors","214 Engineering professionals","men","35-44 years",43500,44400,44800,45700,47200
"0 all sectors","214 Engineering professionals","men","45-54 years",47400,47100,48400,49700,50900
