"sector","occupational group (SSYK)","sex","age","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"0 all sectors","826 Textile-, fur- and leather-products machine operators","men","35-44 years",19600,20000,20400,22900,22200,22900,23200,23800,24400,24500
"0 all sectors","826 Textile-, fur- and leather-products machine operators","men","45-54 years",19000,20200,20400,20800,21900,22600,23300,23000,23000,23700
"0 all sectors","826 Textile-, fur- and leather-products machine operators","men","55-64 years",19000,19800,19500,20600,21500,22400,23100,23300,22900,24000
"0 all sectors","826 Textile-, fur- and leather-products machine operators","women","18-24 years",17000,16700,17400,17700,18300,18700,19200,19500,..,..
"0 all sectors","826 Textile-, fur- and leather-products machine operators","women","25-34 years",17000,17400,18000,18500,20100,20400,23200,20700,22300,21800
"0 all sectors","826 Textile-, fur- and leather-products machine operators","women","35-44 years",18100,18500,18500,19300,20400,21100,21200,21800,22300,22000
"0 all sectors","826 Textile-, fur- and leather-products machine operators","women","45-54 years",17700,18200,18600,19200,20300,20700,19600,21600,22400,22800
"0 all sectors","826 Textile-, fur- and leather-products machine operators","women","55-64 years",17600,18100,18300,19200,19800,20500,21000,20100,20800,22100
"0 all sectors","827 Food and related products machine operators","men","18-24 years",18700,19900,21200,21400,22200,22800,22100,22800,24400,24800
"0 all sectors","827 Food and related products machine operators","men","25-34 years",19900,21000,21700,22400,23500,23900,23600,24800,25200,26100
"0 all sectors","827 Food and related products machine operators","men","35-44 years",20300,21600,21500,22500,24100,24500,24600,26100,26700,26400
"0 all sectors","827 Food and related products machine operators","men","45-54 years",20000,21200,21700,23200,24200,23800,24500,25000,26800,26400
"0 all sectors","827 Food and related products machine operators","men","55-64 years",20400,21400,21900,22900,24400,23900,24100,24600,26200,25800
"0 all sectors","827 Food and related products machine operators","women","18-24 years",18000,19600,20600,20800,23000,22900,22500,22700,24700,24500
"0 all sectors","827 Food and related products machine operators","women","25-34 years",18900,20200,21000,21500,22800,22200,22500,23200,24800,24700
"0 all sectors","827 Food and related products machine operators","women","35-44 years",19200,20400,21200,22300,23100,22800,23400,24300,25000,25500
"0 all sectors","827 Food and related products machine operators","women","45-54 years",19200,20100,20800,21800,22400,22800,23300,23900,25000,25300
"0 all sectors","827 Food and related products machine operators","women","55-64 years",18600,19600,20800,21700,21900,22100,22500,23800,24900,25100
"0 all sectors","828 Assemblers","men","18-24 years",18900,19100,19200,20200,21200,21000,21400,22600,23500,23900
"0 all sectors","828 Assemblers","men","25-34 years",20600,21100,21500,22300,23800,23700,24400,24300,25400,26100
"0 all sectors","828 Assemblers","men","35-44 years",21100,21500,22200,22900,24200,24500,25000,25500,26400,28100
"0 all sectors","828 Assemblers","men","45-54 years",21000,21100,21900,22500,23800,24400,25100,25900,26400,27000
"0 all sectors","828 Assemblers","men","55-64 years",20300,21100,21900,22500,23200,24000,24600,25100,25000,26400
"0 all sectors","828 Assemblers","women","18-24 years",18600,19200,19000,19800,20600,21100,20000,21700,23100,24900
"0 all sectors","828 Assemblers","women","25-34 years",19300,19700,20400,21100,22000,22200,22500,23200,24000,24900
"0 all sectors","828 Assemblers","women","35-44 years",19000,19600,20200,20900,22000,22500,23100,23900,24400,24900
"0 all sectors","828 Assemblers","women","45-54 years",18900,19500,20000,20600,21600,22200,22900,23500,24000,24800
"0 all sectors","828 Assemblers","women","55-64 years",18700,19300,19800,20300,21200,21900,22300,22800,23500,24000
"0 all sectors","829 Other machine operators and assemblers","men","18-24 years",18800,19500,19600,20500,21400,22000,21400,22600,23500,23600
"0 all sectors","829 Other machine operators and assemblers","men","25-34 years",20400,21400,21800,22800,23500,23700,24100,24700,25600,26000
"0 all sectors","829 Other machine operators and assemblers","men","35-44 years",21300,22400,22700,23600,24700,24800,25600,26300,27500,27800
"0 all sectors","829 Other machine operators and assemblers","men","45-54 years",21200,22200,22500,23500,24500,24900,26000,26300,28100,28500
"0 all sectors","829 Other machine operators and assemblers","men","55-64 years",20600,21700,22100,23100,23900,24300,25700,26400,27500,28300
"0 all sectors","829 Other machine operators and assemblers","women","18-24 years",18700,19000,19200,20200,21000,21500,21600,22500,23300,23200
"0 all sectors","829 Other machine operators and assemblers","women","25-34 years",19100,20300,20700,21400,22100,22600,23300,23800,24600,24500
"0 all sectors","829 Other machine operators and assemblers","women","35-44 years",19700,20600,21200,21900,22800,23300,24200,24300,25700,25800
"0 all sectors","829 Other machine operators and assemblers","women","45-54 years",19700,20500,21200,22000,22900,23500,24300,24800,25800,26400
"0 all sectors","829 Other machine operators and assemblers","women","55-64 years",19200,20300,21000,21600,22800,22900,23900,24200,25200,25300
"0 all sectors","831 Locomotive-engine drivers and related worker","men","18-24 years",..,22600,22900,22300,24100,26500,27100,27000,..,..
"0 all sectors","831 Locomotive-engine drivers and related worker","men","25-34 years",24500,24300,25000,24900,27100,28500,29200,29300,30400,33400
"0 all sectors","831 Locomotive-engine drivers and related worker","men","35-44 years",24500,25300,25800,26100,28000,29000,29800,30200,31100,33900
"0 all sectors","831 Locomotive-engine drivers and related worker","men","45-54 years",24700,25400,26300,26300,28900,29300,29800,30500,31500,32700
"0 all sectors","831 Locomotive-engine drivers and related worker","men","55-64 years",25000,25500,26700,27100,29600,30000,30100,30500,31700,32900
"0 all sectors","831 Locomotive-engine drivers and related worker","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","831 Locomotive-engine drivers and related worker","women","25-34 years",..,25000,25600,25600,26200,27200,27500,28200,29700,31100
"0 all sectors","831 Locomotive-engine drivers and related worker","women","35-44 years",..,25400,25700,26300,27000,..,30000,30400,31100,32500
"0 all sectors","831 Locomotive-engine drivers and related worker","women","45-54 years",..,..,..,26800,28000,29100,30200,29300,30100,32200
"0 all sectors","831 Locomotive-engine drivers and related worker","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","832 Motor-vehicle drivers","men","18-24 years",19000,19400,20400,21000,21900,22300,22800,24200,24300,24900
"0 all sectors","832 Motor-vehicle drivers","men","25-34 years",19600,20300,21000,21500,22200,23200,23500,24400,25300,25500
"0 all sectors","832 Motor-vehicle drivers","men","35-44 years",20100,20400,21300,22000,22700,23700,24000,24700,25700,26200
"0 all sectors","832 Motor-vehicle drivers","men","45-54 years",20000,20300,21400,21900,22900,23700,24000,24700,24800,25600
"0 all sectors","832 Motor-vehicle drivers","men","55-64 years",20000,20600,21100,21900,22500,23400,23900,24500,24600,25600
"0 all sectors","832 Motor-vehicle drivers","women","18-24 years",18200,18300,20200,19700,21100,20900,22800,23100,24900,24200
"0 all sectors","832 Motor-vehicle drivers","women","25-34 years",18900,19300,20900,20000,21500,22100,22900,22500,23400,25500
"0 all sectors","832 Motor-vehicle drivers","women","35-44 years",19400,19700,20400,21100,21700,22600,22700,24300,24400,24700
"0 all sectors","832 Motor-vehicle drivers","women","45-54 years",19200,19800,20800,20900,22000,21500,23000,24400,25500,23700
"0 all sectors","832 Motor-vehicle drivers","women","55-64 years",19500,19700,20900,20900,22300,23500,23500,25000,23600,24700
"0 all sectors","833 Agricultural and other mobile-plant operators","men","18-24 years",18700,19000,19500,20800,21800,21300,22600,22600,23300,24100
"0 all sectors","833 Agricultural and other mobile-plant operators","men","25-34 years",20300,20600,21300,22500,23600,24300,24800,26300,25700,26100
"0 all sectors","833 Agricultural and other mobile-plant operators","men","35-44 years",20800,21400,21800,23100,24800,24800,24700,26100,26500,27400
"0 all sectors","833 Agricultural and other mobile-plant operators","men","45-54 years",21200,21700,22400,22900,23900,24200,25100,26100,26800,27600
"0 all sectors","833 Agricultural and other mobile-plant operators","men","55-64 years",20800,21400,21800,22900,23900,25400,25000,26000,26700,26900
"0 all sectors","833 Agricultural and other mobile-plant operators","women","18-24 years",..,..,..,19800,22100,21500,21500,23800,23400,24500
"0 all sectors","833 Agricultural and other mobile-plant operators","women","25-34 years",19300,..,21100,22900,24100,24800,22300,28100,25700,26600
"0 all sectors","833 Agricultural and other mobile-plant operators","women","35-44 years",20200,19400,20400,22300,23200,23400,23500,23900,26300,27700
"0 all sectors","833 Agricultural and other mobile-plant operators","women","45-54 years",19900,21500,21500,22300,23400,23700,23400,25700,26300,26700
"0 all sectors","833 Agricultural and other mobile-plant operators","women","55-64 years",..,..,..,..,..,..,24600,25800,26500,27300
"0 all sectors","834 Ships´ deck crews and related workers","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","men","35-44 years",23900,21900,24300,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","men","45-54 years",23000,26300,23900,..,..,..,..,..,..,28100
"0 all sectors","834 Ships´ deck crews and related workers","men","55-64 years",23600,24100,25700,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","834 Ships´ deck crews and related workers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","men","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","men","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","men","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","men","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","911 Street vendors and market salespersons","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","912 Helpers and cleaners","men","18-24 years",16400,16900,17200,17000,18400,19800,19700,19500,20100,21500
"0 all sectors","912 Helpers and cleaners","men","25-34 years",16800,17400,18300,18400,18800,20000,20300,20500,21100,22300
"0 all sectors","912 Helpers and cleaners","men","35-44 years",16800,17500,18700,18800,19900,20100,20700,20900,21400,22200
"0 all sectors","912 Helpers and cleaners","men","45-54 years",17400,17800,18900,19400,19800,20200,20900,21100,21700,22300
"0 all sectors","912 Helpers and cleaners","men","55-64 years",17500,17100,18300,19700,20100,20400,20800,21100,21300,22700
"0 all sectors","912 Helpers and cleaners","women","18-24 years",15400,15800,16600,16800,17400,18100,18400,19100,19600,20400
"0 all sectors","912 Helpers and cleaners","women","25-34 years",16000,16300,17100,17400,18500,19200,19100,19800,20100,20700
"0 all sectors","912 Helpers and cleaners","women","35-44 years",16200,16900,17400,17700,18700,19400,19700,20100,20600,21200
"0 all sectors","912 Helpers and cleaners","women","45-54 years",16400,17100,17600,17900,19100,19700,20000,20400,21100,21600
"0 all sectors","912 Helpers and cleaners","women","55-64 years",16400,17000,17700,18100,19100,19800,20300,20800,21400,21900
"0 all sectors","913 Helpers in restaurants","men","18-24 years",15500,15900,16200,16900,17500,18500,18500,19500,20300,20600
"0 all sectors","913 Helpers in restaurants","men","25-34 years",16700,16700,17100,18000,19300,19700,20100,20200,20800,21800
"0 all sectors","913 Helpers in restaurants","men","35-44 years",17000,16800,17000,18500,19000,19400,19500,20100,21000,20900
"0 all sectors","913 Helpers in restaurants","men","45-54 years",16200,17300,16900,18700,19200,19800,20600,20000,20200,21800
"0 all sectors","913 Helpers in restaurants","men","55-64 years",17700,17600,18600,17200,19700,19900,20200,20400,21500,21400
"0 all sectors","913 Helpers in restaurants","women","18-24 years",15300,15500,15900,16700,17200,17800,18400,18900,19700,19700
"0 all sectors","913 Helpers in restaurants","women","25-34 years",16500,16700,17200,18300,19200,19800,20000,20300,21100,21400
"0 all sectors","913 Helpers in restaurants","women","35-44 years",16800,16800,17300,17700,18900,19700,20400,20400,20500,22100
"0 all sectors","913 Helpers in restaurants","women","45-54 years",16600,17100,17600,18100,19100,19900,20200,20700,21500,21900
"0 all sectors","913 Helpers in restaurants","women","55-64 years",16700,17200,17700,17800,19300,20000,20400,21000,21400,21400
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men","18-24 years",17100,17500,16800,17200,20000,19500,19100,20000,22300,21700
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men","25-34 years",18100,18800,20200,19600,22300,21700,22700,23100,23800,24400
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men","35-44 years",18800,19400,21000,19500,21200,22700,24000,23000,24000,24800
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men","45-54 years",18700,19500,19600,20100,21000,22300,23000,23000,24700,25400
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men","55-64 years",18600,19500,19800,19900,20700,21700,23100,23500,24100,25400
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women","18-24 years",16300,17300,17000,16900,19600,18800,16400,16200,18900,18600
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women","25-34 years",17800,18400,18600,19300,20100,21600,17800,19100,21900,22100
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women","35-44 years",18600,19400,20000,20000,21700,21300,21300,22300,23300,24100
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women","45-54 years",18900,19400,19800,20200,20900,22100,21000,21800,25000,24800
"0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women","55-64 years",18900,19200,19800,20200,22500,21600,22500,22400,24600,25000
"0 all sectors","915 Garbage collectors and related labourers","men","18-24 years",18800,18800,19200,19400,20800,22500,21000,22000,22200,23800
"0 all sectors","915 Garbage collectors and related labourers","men","25-34 years",20000,21000,21300,21600,22500,23700,22700,23000,24300,24600
"0 all sectors","915 Garbage collectors and related labourers","men","35-44 years",20700,21200,21300,21800,23000,24100,23400,24300,23700,26100
"0 all sectors","915 Garbage collectors and related labourers","men","45-54 years",20700,21200,21800,22000,22500,24000,24100,24600,23600,26100
"0 all sectors","915 Garbage collectors and related labourers","men","55-64 years",20600,20600,21500,21400,22300,23400,23600,25800,24300,25600
"0 all sectors","915 Garbage collectors and related labourers","women","18-24 years",..,..,..,19100,21600,..,21100,..,22200,22900
"0 all sectors","915 Garbage collectors and related labourers","women","25-34 years",..,..,..,..,21800,..,22700,23200,23000,23600
"0 all sectors","915 Garbage collectors and related labourers","women","35-44 years",..,..,..,..,21400,..,22800,23700,24400,23600
"0 all sectors","915 Garbage collectors and related labourers","women","45-54 years",..,..,..,..,..,..,..,..,24000,22000
"0 all sectors","915 Garbage collectors and related labourers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","919 Other sales and services elementary occupations","men","18-24 years",16000,16600,18100,18800,19500,20400,21400,21000,20400,21700
"0 all sectors","919 Other sales and services elementary occupations","men","25-34 years",18200,18700,19400,20100,21700,21200,22300,22800,22100,22100
"0 all sectors","919 Other sales and services elementary occupations","men","35-44 years",18500,18100,18900,19500,20700,20400,21500,22200,23300,23600
"0 all sectors","919 Other sales and services elementary occupations","men","45-54 years",18700,18100,18800,19100,20400,18800,20800,21500,21600,21800
"0 all sectors","919 Other sales and services elementary occupations","men","55-64 years",18900,18100,18700,19100,20000,18700,20600,21000,21600,21600
"0 all sectors","919 Other sales and services elementary occupations","women","18-24 years",15300,15500,16900,18100,18500,20300,20200,20700,20800,21600
"0 all sectors","919 Other sales and services elementary occupations","women","25-34 years",17300,17100,18100,19000,19600,19700,20900,21100,21700,21000
"0 all sectors","919 Other sales and services elementary occupations","women","35-44 years",17300,17300,17900,18100,19100,18400,20100,20200,20500,20500
"0 all sectors","919 Other sales and services elementary occupations","women","45-54 years",17700,17300,17900,18100,18900,17900,19800,20100,20600,20600
"0 all sectors","919 Other sales and services elementary occupations","women","55-64 years",17700,17300,18000,18200,18900,17900,19800,20200,20600,20600
"0 all sectors","921 Agricultural, fishery and related labourers","men","18-24 years",..,..,..,..,17500,18400,..,..,..,19900
"0 all sectors","921 Agricultural, fishery and related labourers","men","25-34 years",..,..,..,..,..,..,..,..,..,20400
"0 all sectors","921 Agricultural, fishery and related labourers","men","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","men","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","men","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","women","18-24 years",..,..,..,..,17100,18600,19200,22000,18500,19800
"0 all sectors","921 Agricultural, fishery and related labourers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","921 Agricultural, fishery and related labourers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","931 Mining and construction labourers","men","18-24 years",19100,19200,18400,19100,22000,21100,20400,22800,24000,23000
"0 all sectors","931 Mining and construction labourers","men","25-34 years",21600,21100,21600,23400,23900,24300,24300,25200,26700,28400
"0 all sectors","931 Mining and construction labourers","men","35-44 years",20500,21500,22600,23300,25100,24800,..,..,..,..
"0 all sectors","931 Mining and construction labourers","men","45-54 years",..,21000,22100,22900,24600,25400,..,..,26300,26500
"0 all sectors","931 Mining and construction labourers","men","55-64 years",20900,21400,21800,22300,24400,25100,25400,..,26900,..
"0 all sectors","931 Mining and construction labourers","women","18-24 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","931 Mining and construction labourers","women","25-34 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","931 Mining and construction labourers","women","35-44 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","931 Mining and construction labourers","women","45-54 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","931 Mining and construction labourers","women","55-64 years",..,..,..,..,..,..,..,..,..,..
"0 all sectors","932 Manufacturing labourers","men","18-24 years",18200,18600,18900,20000,20000,21400,20900,21200,22700,22800
"0 all sectors","932 Manufacturing labourers","men","25-34 years",19400,20000,20600,21400,22100,22900,22900,23300,24600,25200
"0 all sectors","932 Manufacturing labourers","men","35-44 years",19300,20600,21200,22400,23100,23400,23700,24400,25300,25600
"0 all sectors","932 Manufacturing labourers","men","45-54 years",18900,20200,20900,22000,23000,23000,23900,24800,25900,25900
"0 all sectors","932 Manufacturing labourers","men","55-64 years",18600,20000,20700,21700,22200,22500,22800,24000,25200,25500
"0 all sectors","932 Manufacturing labourers","women","18-24 years",16700,18100,18400,17600,18800,20600,20500,20800,22200,22600
"0 all sectors","932 Manufacturing labourers","women","25-34 years",18400,18700,19700,19600,20900,21600,22000,22600,22900,23600
"0 all sectors","932 Manufacturing labourers","women","35-44 years",18500,19000,19800,20900,21600,22200,22200,22700,23200,24300
"0 all sectors","932 Manufacturing labourers","women","45-54 years",18200,19000,19400,20500,21500,22200,22100,22700,23400,24300
"0 all sectors","932 Manufacturing labourers","women","55-64 years",17800,18400,19200,20100,20700,20600,21700,22500,23000,23900
"0 all sectors","933 Transport labourers and freight handlers","men","18-24 years",19900,19800,20700,21100,21900,23000,23600,23300,24200,24500
"0 all sectors","933 Transport labourers and freight handlers","men","25-34 years",21200,21900,22700,22500,24300,24900,26500,25000,25700,27500
"0 all sectors","933 Transport labourers and freight handlers","men","35-44 years",22000,22800,23300,23300,25200,25700,27600,26400,27200,29700
"0 all sectors","933 Transport labourers and freight handlers","men","45-54 years",22400,23200,23800,23600,25300,26000,27900,26400,27300,30400
"0 all sectors","933 Transport labourers and freight handlers","men","55-64 years",22400,23100,23700,24300,25500,25500,29100,27400,28400,28600
"0 all sectors","933 Transport labourers and freight handlers","women","18-24 years",..,20100,20400,20600,23400,21800,22200,21200,23400,23900
"0 all sectors","933 Transport labourers and freight handlers","women","25-34 years",20100,20300,21800,21900,23300,23400,24900,24800,24800,28200
"0 all sectors","933 Transport labourers and freight handlers","women","35-44 years",20400,20900,21300,22000,23000,22900,24300,24400,25100,26600
"0 all sectors","933 Transport labourers and freight handlers","women","45-54 years",19300,..,21000,22100,22700,22600,25000,25900,26200,27600
"0 all sectors","933 Transport labourers and freight handlers","women","55-64 years",..,..,21000,21700,22600,23300,24900,..,25000,25900
