"occupational group (SSYK)","age","sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"223 Nursing and midwifery professionals","45-49 years","women",24100,25200,26700,28500,27600,29000,29500,33000,32200,32400,31200,33400,33600,33900
"223 Nursing and midwifery professionals","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"223 Nursing and midwifery professionals","50-54 years","women",23300,25400,26500,28300,28500,29000,29800,32000,31500,32100,33100,33700,33900,34700
"223 Nursing and midwifery professionals","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"223 Nursing and midwifery professionals","55-59 years","women",23100,24800,25500,31600,27200,25900,29700,33400,31700,32600,30400,32300,32600,34900
"223 Nursing and midwifery professionals","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"223 Nursing and midwifery professionals","60-64 years","women",..,..,24700,25100,26600,27700,25500,36400,35000,32100,31800,33900,34300,33900
"231 College, university and higher education teaching professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","25-29 years","men",18800,18900,19600,21200,21100,21800,22600,..,24300,..,25700,..,..,27100
"231 College, university and higher education teaching professionals","25-29 years","women",18400,18500,19200,20500,20500,21400,22400,22700,23800,24900,25500,..,..,..
"231 College, university and higher education teaching professionals","30-34 years","men",22000,22700,23600,25400,24700,25400,26800,..,29000,..,30100,..,..,32400
"231 College, university and higher education teaching professionals","30-34 years","women",..,..,22100,..,..,..,..,..,27300,28400,28500,..,..,..
"231 College, university and higher education teaching professionals","35-39 years","men",26300,28100,28800,30200,30900,31600,33300,..,33500,..,36500,..,..,39900
"231 College, university and higher education teaching professionals","35-39 years","women",..,..,..,26600,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","40-44 years","men",31300,32000,33100,36400,35800,36700,39000,..,40100,..,43200,..,..,47800
"231 College, university and higher education teaching professionals","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","45-49 years","men",31900,32200,33600,31900,40200,41700,42900,..,44200,..,47000,..,..,55300
"231 College, university and higher education teaching professionals","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","50-54 years","men",34200,36000,35900,35500,35800,40400,41900,..,45400,..,50200,..,..,55100
"231 College, university and higher education teaching professionals","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","55-59 years","men",34600,36400,39600,41500,39800,41300,43100,..,45000,..,47600,..,..,..
"231 College, university and higher education teaching professionals","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"231 College, university and higher education teaching professionals","60-64 years","men",..,..,..,..,38300,40100,43500,..,46900,..,50600,..,..,60300
"231 College, university and higher education teaching professionals","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"232 Secondary education teaching professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"232 Secondary education teaching professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"232 Secondary education teaching professionals","25-29 years","men",..,..,21800,22200,21300,21800,22300,23700,24000,24300,25100,26100,25900,26200
"232 Secondary education teaching professionals","25-29 years","women",..,..,21900,23000,22800,21900,25300,23200,24300,24200,24400,25200,25200,26000
"232 Secondary education teaching professionals","30-34 years","men",21600,20400,22300,22500,23100,23900,24500,24100,26400,25700,25800,26400,27000,28500
"232 Secondary education teaching professionals","30-34 years","women",..,20900,21700,22400,23300,24500,23200,24300,26000,25900,25700,26500,26100,27700
"232 Secondary education teaching professionals","35-39 years","men",22100,23600,22600,22900,23300,24200,23700,25100,25900,27300,27100,28400,28200,30600
"232 Secondary education teaching professionals","35-39 years","women",21200,21200,24000,22800,23600,23600,27300,24700,25700,26600,26300,27300,27000,27700
"232 Secondary education teaching professionals","40-44 years","men",21400,..,22900,..,24200,24700,24800,25200,27300,27100,27600,28000,28200,30500
"232 Secondary education teaching professionals","40-44 years","women",21300,21800,23400,22600,23300,25200,26300,25600,26500,27000,27500,28100,28200,28700
"232 Secondary education teaching professionals","45-49 years","men",21900,22100,23300,23900,24300,23900,24700,25900,27100,27400,29500,28800,28300,30700
"232 Secondary education teaching professionals","45-49 years","women",22800,21800,22100,24300,24600,24100,25400,25800,26300,27000,27000,28000,28500,30400
"232 Secondary education teaching professionals","50-54 years","men",22500,23500,24100,25200,25600,26200,27500,30200,28000,29100,28000,28400,29300,30300
"232 Secondary education teaching professionals","50-54 years","women",22600,22100,23500,23300,..,24300,..,..,26700,27600,26300,26500,27800,28800
"232 Secondary education teaching professionals","55-59 years","men",23800,24100,24100,25300,24600,24900,..,27000,26700,27600,27700,29100,29200,30100
"232 Secondary education teaching professionals","55-59 years","women",23300,..,23200,24200,25500,25000,25100,26700,26600,28500,25900,..,28200,30300
"232 Secondary education teaching professionals","60-64 years","men",..,..,..,..,..,25600,..,27000,26500,29300,29100,..,28300,33100
"232 Secondary education teaching professionals","60-64 years","women",..,..,..,..,..,..,..,..,24700,28500,..,..,..,..
"233 Primary education teaching professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"233 Primary education teaching professionals","18-24 years","women",..,..,..,..,..,..,..,17900,18600,..,..,..,..,23500
"233 Primary education teaching professionals","25-29 years","men",..,..,..,20600,20800,21900,22000,23900,23300,23000,24200,24500,25000,24900
"233 Primary education teaching professionals","25-29 years","women",19000,19100,20100,20200,20400,21200,21800,23000,23200,23700,24500,24700,25300,25900
"233 Primary education teaching professionals","30-34 years","men",..,..,..,21200,21400,22700,23300,24000,24600,25200,25400,26100,25700,27000
"233 Primary education teaching professionals","30-34 years","women",..,19600,20800,20700,22000,22200,22700,23500,24400,24400,25400,25700,25400,26200
"233 Primary education teaching professionals","35-39 years","men",..,..,..,..,..,22600,23200,25000,25400,26300,27700,27500,27600,27300
"233 Primary education teaching professionals","35-39 years","women",..,19700,20900,21000,21800,22600,23100,23800,24400,24900,26000,26500,26600,27700
"233 Primary education teaching professionals","40-44 years","men",..,..,..,..,..,..,..,..,25500,25900,28000,29400,28400,28500
"233 Primary education teaching professionals","40-44 years","women",..,..,21100,21000,21000,22400,23200,23800,25400,26100,26400,26500,27200,27700
"233 Primary education teaching professionals","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,27900,29600
"233 Primary education teaching professionals","45-49 years","women",20200,20100,22100,21700,22800,22800,23200,24300,25300,26100,27100,26500,26900,27700
"233 Primary education teaching professionals","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"233 Primary education teaching professionals","50-54 years","women",..,21800,24100,23500,22900,23400,24600,24800,25000,25500,26100,27100,27400,27300
"233 Primary education teaching professionals","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"233 Primary education teaching professionals","55-59 years","women",..,..,..,..,..,25100,25300,26900,26400,27900,28300,..,28400,27200
"233 Primary education teaching professionals","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"233 Primary education teaching professionals","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"234 Special education teaching professionals","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"235 Other teaching professionals","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"235 Other teaching professionals","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"235 Other teaching professionals","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,25600,..
"235 Other teaching professionals","25-29 years","women",..,..,..,..,..,..,..,..,25900,24700,25400,..,26700,..
"235 Other teaching professionals","30-34 years","men",..,..,..,..,23200,28800,30900,26000,25800,29500,26800,..,27800,30100
"235 Other teaching professionals","30-34 years","women",..,..,..,..,24600,25400,24600,26700,26500,26200,26400,27100,27100,27500
"235 Other teaching professionals","35-39 years","men",..,..,..,..,29500,30300,28300,28000,28400,29300,31200,29100,31000,30600
"235 Other teaching professionals","35-39 years","women",..,22100,22900,20900,24900,26600,24400,26600,28900,29500,29300,29300,29900,29000
"235 Other teaching professionals","40-44 years","men",..,..,..,..,26800,28200,27200,28500,34000,..,32400,29900,29400,31800
"235 Other teaching professionals","40-44 years","women",..,23500,21500,21300,23500,23900,26100,27700,29900,27900,31200,30400,28500,29100
"235 Other teaching professionals","45-49 years","men",..,..,..,..,27900,27800,28200,30400,29700,31400,..,28400,30000,37400
"235 Other teaching professionals","45-49 years","women",22400,..,..,..,24600,26900,27400,23000,28000,29500,30700,28800,29500,30800
"235 Other teaching professionals","50-54 years","men",..,..,..,..,27400,27400,28600,29200,33100,32300,32200,30200,31100,32600
"235 Other teaching professionals","50-54 years","women",..,..,..,..,24900,28300,26600,26100,29100,27300,27100,30900,30500,33800
"235 Other teaching professionals","55-59 years","men",..,..,..,..,27200,27500,27900,29000,25700,31800,31400,29400,31800,31000
"235 Other teaching professionals","55-59 years","women",..,..,..,..,25600,26300,27900,28900,29600,30800,30700,31300,29900,31400
"235 Other teaching professionals","60-64 years","men",..,..,..,..,25100,28400,30800,28000,37700,30900,32700,30300,30700,33500
"235 Other teaching professionals","60-64 years","women",..,..,..,..,..,30000,27400,27100,30500,29600,30500,..,29800,32000
"241 Business professionals","18-24 years","men",21700,21000,19500,..,..,..,22900,23600,25100,24400,26300,25200,25300,25000
"241 Business professionals","18-24 years","women",19400,21400,18900,19600,19300,21800,21700,23100,23100,22600,23400,25000,23700,25100
"241 Business professionals","25-29 years","men",26700,27700,28400,28000,30400,28900,29800,31500,31400,32300,32700,33300,32800,33400
"241 Business professionals","25-29 years","women",24500,26800,24800,24500,25700,26200,25800,28200,28400,29200,29900,30100,29800,30800
"241 Business professionals","30-34 years","men",33300,35900,35200,34000,35600,39100,39000,39400,40700,39400,40500,41100,43600,42800
"241 Business professionals","30-34 years","women",27500,27900,29400,30000,29900,30600,30700,32100,33500,34600,35800,34600,35100,37000
"241 Business professionals","35-39 years","men",36100,39600,39000,39000,40100,43500,40100,43400,46000,49000,48900,50300,49700,50000
"241 Business professionals","35-39 years","women",28500,30200,30700,32200,32200,33100,34200,34700,36900,37500,38600,38800,39300,40700
"241 Business professionals","40-44 years","men",38400,41300,41200,41300,43500,43800,43800,49500,49300,49700,50500,50100,53000,53300
"241 Business professionals","40-44 years","women",27600,30400,31000,31000,32500,34700,34800,36000,37800,38500,39100,41000,41100,43700
"241 Business professionals","45-49 years","men",34600,38900,39700,39500,43800,43600,46500,50300,50600,51300,52100,53100,53300,53700
