"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE21 Småland and islands","0 all sectors","415 Mail carriers and sorting clerks","women",17600,..,..,..,..,..,20800,21500,22100,22700,22900
"SE21 Småland and islands","0 all sectors","419 Other office clerks","men",19800,19600,20500,22000,23100,24500,24900,25400,26000,26700,29300
"SE21 Småland and islands","0 all sectors","419 Other office clerks","women",18200,18800,19600,20300,21300,21900,23100,23400,23200,24900,..
"SE21 Småland and islands","0 all sectors","421 Cashiers, tellers and related clerks","men",18600,..,..,..,21700,22400,22700,22100,23400,25000,23400
"SE21 Småland and islands","0 all sectors","421 Cashiers, tellers and related clerks","women",18600,20100,20300,20300,21700,22800,24100,23800,25800,24400,27000
"SE21 Småland and islands","0 all sectors","422 Client information clerks","men",17800,17900,18500,19200,19300,20900,22100,21300,21600,22600,22300
"SE21 Småland and islands","0 all sectors","422 Client information clerks","women",17900,17600,18300,18900,19300,20300,21200,21400,21900,22700,22500
"SE21 Småland and islands","0 all sectors","511 Travel attendants and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","511 Travel attendants and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","512 Housekeeping and restaurant services workers","men",16800,17900,19600,18900,20400,20500,23200,22400,24600,23200,24900
"SE21 Småland and islands","0 all sectors","512 Housekeeping and restaurant services workers","women",17000,17700,18400,18700,19300,20300,21500,21500,22100,23000,23400
"SE21 Småland and islands","0 all sectors","513 Personal care and related workers","men",18300,19000,19500,19700,20000,21800,22400,22800,23200,23600,24300
"SE21 Småland and islands","0 all sectors","513 Personal care and related workers","women",18100,18700,19200,19600,19600,21500,22400,22900,23400,23700,24200
"SE21 Småland and islands","0 all sectors","514 Other personal services workers","men",19800,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","514 Other personal services workers","women",18400,18100,18200,19100,20000,21400,22800,24400,24800,24400,24900
"SE21 Småland and islands","0 all sectors","515 Protective services workers","men",20700,20700,21400,22300,23200,23400,23000,24100,25400,26500,27000
"SE21 Småland and islands","0 all sectors","515 Protective services workers","women",20000,19000,19700,20400,21200,22100,21800,22700,23800,24100,24700
"SE21 Småland and islands","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","522 Shop and stall salespersons and demonstrators","men",18900,20100,20700,21700,22300,23400,23500,24200,25300,26600,26400
"SE21 Småland and islands","0 all sectors","522 Shop and stall salespersons and demonstrators","women",17900,18500,18900,19900,20900,21700,21900,22900,23100,24700,25200
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","men",17300,17900,18300,18700,19900,19900,20700,21300,22500,23300,23300
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","women",17500,16300,16200,18000,18500,19300,19700,21600,22400,22900,23300
"SE21 Småland and islands","0 all sectors","612 Animal producers and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","612 Animal producers and related workers","women",..,16900,..,19100,19500,..,20600,21200,23500,..,21100
"SE21 Småland and islands","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","614 Forestry and related workers","men",18700,19900,20600,21100,22500,23300,23400,22500,25600,26500,27300
"SE21 Småland and islands","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","712 Building frame and related trades workers","men",21200,21700,22200,22300,24100,25100,26200,26500,26800,27100,27900
"SE21 Småland and islands","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,..,..,21100,21800,..,..
"SE21 Småland and islands","0 all sectors","713 Building finishers and related trades workers","men",19900,20600,21300,22100,22900,23000,23200,24000,25600,25900,25800
"SE21 Småland and islands","0 all sectors","713 Building finishers and related trades workers","women",17500,19300,19800,18300,19200,20600,19800,21400,21300,23300,25200
"SE21 Småland and islands","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",20900,21100,21700,21800,22500,22800,22800,24400,25400,26200,27200
"SE21 Småland and islands","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",..,17600,19500,20000,22200,21700,21100,21600,22400,..,23500
"SE21 Småland and islands","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",20400,20300,21600,22200,24200,23400,24200,24000,25300,26100,26200
"SE21 Småland and islands","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",20400,20700,21700,22500,23700,24500,24600,25200,26000,26600,27400
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","men",20100,21000,21400,22300,23000,23600,24400,24600,25500,25800,26200
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",20300,21300,22400,22900,23600,23900,25900,25200,24900,27100,25400
"SE21 Småland and islands","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",..,..,..,20200,19300,19700,..,..,22300,..,..
"SE21 Småland and islands","0 all sectors","731 Precision workers in metal and related materials","men",..,..,..,21600,21900,..,..,..,..,26200,26000
"SE21 Småland and islands","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","732 Potters, glass-makers and related trades workers","men",20300,21400,20300,19300,23300,25000,25400,26000,25900,26800,..
"SE21 Småland and islands","0 all sectors","732 Potters, glass-makers and related trades workers","women",19000,19100,18300,18600,20300,22100,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","734 Craft printing and related trades workers","men",..,20700,21100,21000,20000,..,23400,24300,..,..,..
"SE21 Småland and islands","0 all sectors","734 Craft printing and related trades workers","women",..,19300,..,..,21400,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","741 Food processing and related trades workers","men",..,19900,18900,21000,21200,22200,25400,..,..,26400,28400
"SE21 Småland and islands","0 all sectors","741 Food processing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,18900,19400,19900,20800,21600,22700,22800,22200,..,..
"SE21 Småland and islands","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","743 Garment and related trades workers","men",17500,..,..,20200,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","743 Garment and related trades workers","women",16600,17800,18100,19100,20000,21300,22000,21600,22100,23500,23300
"SE21 Småland and islands","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","812 Metal-processing-plant operators","men",19100,21900,22500,23800,23000,23200,24400,25600,26400,26600,26500
"SE21 Småland and islands","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","813 Glass, ceramics and related plant operators","men",..,20800,21500,22200,22500,23300,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","813 Glass, ceramics and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",20600,21900,22500,23400,23900,24700,25400,27200,27400,28200,29100
"SE21 Småland and islands","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",19400,20600,21400,21100,22400,24100,24200,25600,25900,27000,28300
"SE21 Småland and islands","0 all sectors","815 Chemical-processing-plant operators","men",..,..,..,..,..,..,25500,26300,..,..,..
"SE21 Småland and islands","0 all sectors","815 Chemical-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","816 Power-production and related plant operators","men",21800,22400,22500,23300,24300,24200,25600,26400,26500,27300,28300
"SE21 Småland and islands","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","817 Industrial-robot operators","men",..,..,..,22500,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","821 Metal- and mineral-products machine operators","men",19400,19900,20600,20900,21900,22600,23500,24000,23700,25600,25400
"SE21 Småland and islands","0 all sectors","821 Metal- and mineral-products machine operators","women",17800,17500,18300,18600,20100,20800,21300,21900,22300,23200,22100
"SE21 Småland and islands","0 all sectors","822 Chemical-products machine operators","men",18900,20000,20300,21200,22700,23400,23200,24500,24900,26100,26300
"SE21 Småland and islands","0 all sectors","822 Chemical-products machine operators","women",18400,18900,18900,19900,20900,21800,21200,22700,23300,23800,23600
"SE21 Småland and islands","0 all sectors","823 Rubber- and plastic-products machine operators","men",19200,20000,20400,21300,21700,23600,24400,24500,24800,25800,26500
"SE21 Småland and islands","0 all sectors","823 Rubber- and plastic-products machine operators","women",17800,18600,19200,20100,20400,21900,22600,22700,23300,24300,25300
"SE21 Småland and islands","0 all sectors","824 Wood-products machine operators","men",19700,20600,21100,21500,22100,21900,24600,24400,23700,25700,26500
"SE21 Småland and islands","0 all sectors","824 Wood-products machine operators","women",19100,20300,20700,21200,22000,22300,23400,23500,23900,24500,25600
"SE21 Småland and islands","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",20900,22400,23100,24100,24700,25300,26000,25900,26200,27000,27900
"SE21 Småland and islands","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",18400,20100,20200,20700,22200,22700,23400,23800,24200,24200,25900
