"occuptional  (SSYK 2012)","age","sex","2014","2015","2016","2017","2018"
"142 Preschool managers","45-49 years","women",..,..,..,..,..
"142 Preschool managers","50-54 years","men",..,..,..,..,..
"142 Preschool managers","50-54 years","women",..,..,..,..,..
"142 Preschool managers","55-59 years","men",..,..,..,..,..
"142 Preschool managers","55-59 years","women",..,..,..,..,..
"142 Preschool managers","60-64 years","men",..,..,..,..,..
"142 Preschool managers","60-64 years","women",..,..,..,..,..
"142 Preschool managers","65-66 years","men",..,..,..,..,..
"142 Preschool managers","65-66 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","18-24 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","18-24 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","25-29 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","25-29 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","30-34 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","30-34 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","35-39 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","35-39 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","40-44 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","40-44 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","45-49 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","45-49 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","50-54 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","50-54 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","55-59 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","55-59 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","60-64 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","60-64 years","women",..,..,..,..,..
"149 Education managers not elsewhere classified","65-66 years","men",..,..,..,..,..
"149 Education managers not elsewhere classified","65-66 years","women",..,..,..,..,..
"151 Health care managers","18-24 years","men",..,..,..,..,..
"151 Health care managers","18-24 years","women",..,..,..,..,..
"151 Health care managers","25-29 years","men",..,..,..,..,..
"151 Health care managers","25-29 years","women",..,..,..,..,..
"151 Health care managers","30-34 years","men",..,..,..,..,..
"151 Health care managers","30-34 years","women",..,34000,37100,38800,39700
"151 Health care managers","35-39 years","men",..,..,..,..,..
"151 Health care managers","35-39 years","women",39400,39300,..,41900,43900
"151 Health care managers","40-44 years","men",..,..,..,..,..
"151 Health care managers","40-44 years","women",35900,38500,38200,39200,46400
"151 Health care managers","45-49 years","men",..,..,..,..,..
"151 Health care managers","45-49 years","women",41800,45500,49900,46700,46800
"151 Health care managers","50-54 years","men",..,..,..,..,..
"151 Health care managers","50-54 years","women",46700,43100,46900,49100,51800
"151 Health care managers","55-59 years","men",..,..,..,..,..
"151 Health care managers","55-59 years","women",46600,46400,48300,45900,47600
"151 Health care managers","60-64 years","men",..,..,..,..,..
"151 Health care managers","60-64 years","women",46100,48500,47900,51700,54900
"151 Health care managers","65-66 years","men",..,..,..,..,..
"151 Health care managers","65-66 years","women",..,..,..,..,..
"152 Managers in social and curative care","18-24 years","men",..,..,..,..,..
"152 Managers in social and curative care","18-24 years","women",..,..,..,..,..
"152 Managers in social and curative care","25-29 years","men",..,..,..,..,..
"152 Managers in social and curative care","25-29 years","women",..,..,..,..,..
"152 Managers in social and curative care","30-34 years","men",..,..,..,..,..
"152 Managers in social and curative care","30-34 years","women",..,..,..,..,..
"152 Managers in social and curative care","35-39 years","men",..,..,..,..,..
"152 Managers in social and curative care","35-39 years","women",..,..,..,..,..
"152 Managers in social and curative care","40-44 years","men",..,..,..,..,..
"152 Managers in social and curative care","40-44 years","women",..,..,..,..,..
"152 Managers in social and curative care","45-49 years","men",..,..,..,..,..
"152 Managers in social and curative care","45-49 years","women",..,..,..,..,..
"152 Managers in social and curative care","50-54 years","men",..,..,..,..,..
"152 Managers in social and curative care","50-54 years","women",..,..,..,..,..
"152 Managers in social and curative care","55-59 years","men",..,..,..,..,..
"152 Managers in social and curative care","55-59 years","women",..,..,..,..,..
"152 Managers in social and curative care","60-64 years","men",..,..,..,..,..
"152 Managers in social and curative care","60-64 years","women",..,..,..,..,..
"152 Managers in social and curative care","65-66 years","men",..,..,..,..,..
"152 Managers in social and curative care","65-66 years","women",..,..,..,..,..
"153 Elderly care managers","18-24 years","men",..,..,..,..,..
"153 Elderly care managers","18-24 years","women",..,..,..,..,..
"153 Elderly care managers","25-29 years","men",..,..,..,..,..
"153 Elderly care managers","25-29 years","women",..,..,..,..,..
"153 Elderly care managers","30-34 years","men",..,..,..,..,..
"153 Elderly care managers","30-34 years","women",..,..,..,..,..
"153 Elderly care managers","35-39 years","men",..,..,..,..,..
"153 Elderly care managers","35-39 years","women",..,..,..,..,..
"153 Elderly care managers","40-44 years","men",..,..,..,..,..
"153 Elderly care managers","40-44 years","women",..,..,..,..,..
"153 Elderly care managers","45-49 years","men",..,..,..,..,..
"153 Elderly care managers","45-49 years","women",..,..,..,..,..
"153 Elderly care managers","50-54 years","men",..,..,..,..,..
"153 Elderly care managers","50-54 years","women",..,..,..,..,..
"153 Elderly care managers","55-59 years","men",..,..,..,..,..
"153 Elderly care managers","55-59 years","women",..,..,..,..,..
"153 Elderly care managers","60-64 years","men",..,..,..,..,..
"153 Elderly care managers","60-64 years","women",..,..,..,..,..
"153 Elderly care managers","65-66 years","men",..,..,..,..,..
"153 Elderly care managers","65-66 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","18-24 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","18-24 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","25-29 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","25-29 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","30-34 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","30-34 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","35-39 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","35-39 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","40-44 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","40-44 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","45-49 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","45-49 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","50-54 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","50-54 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","55-59 years","men",52800,..,..,..,..
"154 Managers and leaders within religious bodies","55-59 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","60-64 years","men",52000,54200,55700,..,..
"154 Managers and leaders within religious bodies","60-64 years","women",..,..,..,..,..
"154 Managers and leaders within religious bodies","65-66 years","men",..,..,..,..,..
"154 Managers and leaders within religious bodies","65-66 years","women",..,..,..,..,..
"159 Other social services managers","18-24 years","men",..,..,..,..,..
"159 Other social services managers","18-24 years","women",..,..,..,..,..
"159 Other social services managers","25-29 years","men",..,..,..,..,..
"159 Other social services managers","25-29 years","women",..,..,..,..,..
"159 Other social services managers","30-34 years","men",..,..,..,..,..
"159 Other social services managers","30-34 years","women",..,..,..,..,..
"159 Other social services managers","35-39 years","men",..,45000,47200,45700,..
"159 Other social services managers","35-39 years","women",42600,44600,43600,..,..
"159 Other social services managers","40-44 years","men",52500,51200,52400,49900,51000
"159 Other social services managers","40-44 years","women",43300,41400,..,45800,48400
