"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE12 East-Central Sweden","0 all sectors","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","021 Non-commissioned armed forces officers","men",190,100,..,..,..
"SE12 East-Central Sweden","0 all sectors","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","031 Armed forces occupations, other ranks","men",560,440,..,..,..
"SE12 East-Central Sweden","0 all sectors","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","111 Legislators and senior officials","men",280,290,290,230,150
"SE12 East-Central Sweden","0 all sectors","111 Legislators and senior officials","women",240,230,250,230,170
"SE12 East-Central Sweden","0 all sectors","112 Managing directors and chief executives","men",2000,3000,..,..,..
"SE12 East-Central Sweden","0 all sectors","112 Managing directors and chief executives","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","121 Finance managers","men",660,..,600,690,730
"SE12 East-Central Sweden","0 all sectors","121 Finance managers","women",800,..,850,890,940
"SE12 East-Central Sweden","0 all sectors","122 Human resource managers","men",..,..,260,..,180
"SE12 East-Central Sweden","0 all sectors","122 Human resource managers","women",530,430,360,450,520
"SE12 East-Central Sweden","0 all sectors","123 Administration and planning managers","men",870,910,690,630,590
"SE12 East-Central Sweden","0 all sectors","123 Administration and planning managers","women",540,570,590,560,550
"SE12 East-Central Sweden","0 all sectors","124 Information, communication and public relations managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","124 Information, communication and public relations managers","women",150,150,130,140,160
"SE12 East-Central Sweden","0 all sectors","125 Sales and marketing managers","men",2000,2000,2300,2800,3000
"SE12 East-Central Sweden","0 all sectors","125 Sales and marketing managers","women",620,510,600,640,..
"SE12 East-Central Sweden","0 all sectors","129 Administration and service managers not elsewhere classified","men",1000,1100,1200,1100,1300
"SE12 East-Central Sweden","0 all sectors","129 Administration and service managers not elsewhere classified","women",660,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","131 Information and communications technology service managers","men",510,720,750,..,..
"SE12 East-Central Sweden","0 all sectors","131 Information and communications technology service managers","women",140,..,..,180,160
"SE12 East-Central Sweden","0 all sectors","132 Supply, logistics and transport managers","men",650,..,520,670,..
"SE12 East-Central Sweden","0 all sectors","132 Supply, logistics and transport managers","women",200,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","133 Research and development managers","men",390,440,520,640,610
"SE12 East-Central Sweden","0 all sectors","133 Research and development managers","women",160,180,230,230,..
"SE12 East-Central Sweden","0 all sectors","134 Architectural and engineering managers","men",730,870,880,1000,1200
"SE12 East-Central Sweden","0 all sectors","134 Architectural and engineering managers","women",210,230,280,310,350
"SE12 East-Central Sweden","0 all sectors","135 Real estate and head of administration manager","men",250,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","135 Real estate and head of administration manager","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","136 Production managers in construction and mining","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","136 Production managers in construction and mining","women",..,..,..,170,..
"SE12 East-Central Sweden","0 all sectors","137 Production managers in manufacturing","men",2300,2200,2000,2100,2000
"SE12 East-Central Sweden","0 all sectors","137 Production managers in manufacturing","women",..,..,250,..,..
"SE12 East-Central Sweden","0 all sectors","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","141 Primary and secondary schools and adult education managers","men",500,580,530,610,510
"SE12 East-Central Sweden","0 all sectors","141 Primary and secondary schools and adult education managers","women",820,940,1100,1200,1200
"SE12 East-Central Sweden","0 all sectors","142 Preschool managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","142 Preschool managers","women",..,..,..,870,660
"SE12 East-Central Sweden","0 all sectors","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","151 Health care managers","men",360,370,470,470,430
"SE12 East-Central Sweden","0 all sectors","151 Health care managers","women",1200,1300,1400,1500,1600
"SE12 East-Central Sweden","0 all sectors","152 Managers in social and curative care","men",..,..,..,..,220
"SE12 East-Central Sweden","0 all sectors","152 Managers in social and curative care","women",510,490,540,610,550
"SE12 East-Central Sweden","0 all sectors","153 Elderly care managers","men",180,180,170,190,220
"SE12 East-Central Sweden","0 all sectors","153 Elderly care managers","women",1200,1200,1200,1200,1300
"SE12 East-Central Sweden","0 all sectors","154 Managers and leaders within religious bodies","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","159 Other social services managers","men",1300,1200,1400,1200,1300
"SE12 East-Central Sweden","0 all sectors","159 Other social services managers","women",1100,1100,1300,1300,1300
"SE12 East-Central Sweden","0 all sectors","161 Financial and insurance managers","men",230,310,..,160,..
"SE12 East-Central Sweden","0 all sectors","161 Financial and insurance managers","women",200,190,180,160,180
"SE12 East-Central Sweden","0 all sectors","171 Hotel and conference managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","171 Hotel and conference managers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","172 Restaurant managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","172 Restaurant managers","women",..,..,190,140,..
"SE12 East-Central Sweden","0 all sectors","173 Retail and wholesale trade managers","men",..,..,..,..,260
"SE12 East-Central Sweden","0 all sectors","173 Retail and wholesale trade managers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","179 Other services managers not elsewhere classified","men",370,..,..,..,650
"SE12 East-Central Sweden","0 all sectors","179 Other services managers not elsewhere classified","women",170,220,210,240,300
"SE12 East-Central Sweden","0 all sectors","211 Physicists and chemists","men",970,1000,920,1100,990
"SE12 East-Central Sweden","0 all sectors","211 Physicists and chemists","women",530,590,530,580,590
"SE12 East-Central Sweden","0 all sectors","212 Mathematicians, actuaries and statisticians","men",140,140,160,170,170
"SE12 East-Central Sweden","0 all sectors","212 Mathematicians, actuaries and statisticians","women",120,120,140,150,160
"SE12 East-Central Sweden","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",750,640,750,550,590
"SE12 East-Central Sweden","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",580,560,580,530,570
"SE12 East-Central Sweden","0 all sectors","214 Engineering professionals","men",11500,10900,12600,13700,14600
"SE12 East-Central Sweden","0 all sectors","214 Engineering professionals","women",3000,2800,3000,3900,3800
"SE12 East-Central Sweden","0 all sectors","216 Architects and surveyors","men",450,460,510,520,450
"SE12 East-Central Sweden","0 all sectors","216 Architects and surveyors","women",450,500,540,600,..
"SE12 East-Central Sweden","0 all sectors","217 Designers","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","217 Designers","women",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","218 Specialists within environmental and health protection","men",410,520,490,460,470
"SE12 East-Central Sweden","0 all sectors","218 Specialists within environmental and health protection","women",650,590,620,730,780
"SE12 East-Central Sweden","0 all sectors","221 Medical doctors","men",3700,3400,3500,3600,3400
"SE12 East-Central Sweden","0 all sectors","221 Medical doctors","women",3300,3500,3100,3500,3300
"SE12 East-Central Sweden","0 all sectors","222 Nursing professionals","men",1800,2000,1900,2000,2000
"SE12 East-Central Sweden","0 all sectors","222 Nursing professionals","women",12800,12400,12600,12800,12900
"SE12 East-Central Sweden","0 all sectors","223 Nursing professionals (cont.)","men",240,280,250,260,340
"SE12 East-Central Sweden","0 all sectors","223 Nursing professionals (cont.)","women",3000,3300,3400,3200,3300
"SE12 East-Central Sweden","0 all sectors","224 Psychologists and psychotherapists","men",320,..,310,330,320
"SE12 East-Central Sweden","0 all sectors","224 Psychologists and psychotherapists","women",..,980,930,1000,1100
"SE12 East-Central Sweden","0 all sectors","225 Veterinarians","men",..,..,..,..,..
"SE12 East-Central Sweden","0 all sectors","225 Veterinarians","women",370,430,400,400,490
"SE12 East-Central Sweden","0 all sectors","226 Dentists","men",320,280,250,220,300
"SE12 East-Central Sweden","0 all sectors","226 Dentists","women",..,..,430,460,..
"SE12 East-Central Sweden","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men",..,..,..,580,500
"SE12 East-Central Sweden","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women",2600,2700,2600,2700,2600
"SE12 East-Central Sweden","0 all sectors","228 Specialists in health care not elsewhere classified","men",140,..,180,190,210
"SE12 East-Central Sweden","0 all sectors","228 Specialists in health care not elsewhere classified","women",860,950,990,1100,1300
"SE12 East-Central Sweden","0 all sectors","231 University and higher education teachers","men",4200,4200,4100,4000,4000
"SE12 East-Central Sweden","0 all sectors","231 University and higher education teachers","women",3500,3500,3400,3400,3400
"SE12 East-Central Sweden","0 all sectors","232 Vocational education teachers","men",..,..,..,..,990
"SE12 East-Central Sweden","0 all sectors","232 Vocational education teachers","women",710,..,710,..,750
"SE12 East-Central Sweden","0 all sectors","233 Secondary education teachers","men",2100,2000,1800,2000,1900
"SE12 East-Central Sweden","0 all sectors","233 Secondary education teachers","women",2500,2700,2600,2800,2500
"SE12 East-Central Sweden","0 all sectors","234 Primary- and pre-school teachers ","men",4800,5500,5800,5900,6000
"SE12 East-Central Sweden","0 all sectors","234 Primary- and pre-school teachers ","women",25200,25200,25600,26500,26400
"SE12 East-Central Sweden","0 all sectors","235 Teaching professionals not elsewhere classified","men",1500,1500,1800,1600,1500
"SE12 East-Central Sweden","0 all sectors","235 Teaching professionals not elsewhere classified","women",3900,4200,4300,4400,4400
"SE12 East-Central Sweden","0 all sectors","241 Accountants, financial analysts and fund managers","men",1900,2500,1700,1600,1700
"SE12 East-Central Sweden","0 all sectors","241 Accountants, financial analysts and fund managers","women",2900,3300,3400,3200,3400
"SE12 East-Central Sweden","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men",4300,5000,5300,4800,5200
"SE12 East-Central Sweden","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women",7600,7800,8900,8600,8900
"SE12 East-Central Sweden","0 all sectors","243 Marketing and public relations professionals","men",..,1200,1100,1000,..
"SE12 East-Central Sweden","0 all sectors","243 Marketing and public relations professionals","women",1400,..,..,..,2300
"SE12 East-Central Sweden","0 all sectors","251 ICT architects, systems analysts and test managers","men",7200,9000,11200,12400,13500
"SE12 East-Central Sweden","0 all sectors","251 ICT architects, systems analysts and test managers","women",1800,2000,2600,2600,3000
"SE12 East-Central Sweden","0 all sectors","261 Legal professionals","men",490,450,..,690,..
"SE12 East-Central Sweden","0 all sectors","261 Legal professionals","women",720,860,860,1000,980
"SE12 East-Central Sweden","0 all sectors","262 Museum curators and librarians and related professionals","men",520,450,420,430,430
"SE12 East-Central Sweden","0 all sectors","262 Museum curators and librarians and related professionals","women",1300,1100,1000,1100,1100
"SE12 East-Central Sweden","0 all sectors","264 Authors, journalists and linguists","men",..,..,..,520,..
"SE12 East-Central Sweden","0 all sectors","264 Authors, journalists and linguists","women",810,..,590,740,..
"SE12 East-Central Sweden","0 all sectors","265 Creative and performing artists","men",..,..,..,..,..
